ZONE I=5, J=5
1.4 0.1125 -0.993391
1.5 0.1125 -0.997081
1.6 0.1125 -0.99807
1.2 0.15 -0.972484
1.3 0.15 -0.983807
1.4 0.15 -0.991768
1.5 0.15 -0.996364
1.6 0.15 -0.997598
ZONE I=5, J=5
1.6 0 -0.999
1.7 0 -0.99941
1.8 0 -0.999699
1.9 0 -0.999865
2 0 -0.999909
1.6 0.0375 -0.998771
1.7 0.0375 -0.999276
1.8 0.0375 -0.99963
1.9 0.0375 -0.999834
2 0.0375 -0.999887
1.6 0.075 -0.998461
1.7 0.075 -0.999093
1.8 0.075 -0.999537
1.9 0.075 -0.999792
2 0.075 -0.999858
1.6 0.1125 -0.99807
1.7 0.1125 -0.998862
1.8 0.1125 -0.999418
1.9 0.1125 -0.999737
2 0.1125 -0.999821
1.6 0.15 -0.997598
1.7 0.15 -0.998582
1.8 0.15 -0.999273
1.9 0.15 -0.999671
2 0.15 -0.999777
ZONE I=5, J=5
0 0.15 0.895693
0.1 0.15 0.823239
0.2 0.15 0.691733
0.3 0.15 0.501175
0.4 0.15 0.251565
0 0.1875 0.915512
0.1 0.1875 0.858409
0.2 0.1875 0.746048
0.3 0.1875 0.57843
0.4 0.1875 0.355555
0 0.225 0.93221
0.1 0.225 0.887904
0.2 0.225 0.792788
0.3 0.225 0.646861
0.4 0.225 0.450124
0 0.2625 0.945785
0.1 0.2625 0.911726
0.2 0.2625 0.831954
0.3 0.2625 0.706469
0.4 0.2625 0.535272
0 0.3 0.956237
0.1 0.3 0.929874
0.2 0.3 0.863546
0.3 0.3 0.757254
0.4 0.3 0.610998
ZONE I=5, J=5
0.4 0.15 0.251565
0.5 0.15 -0.0637362
0.6 0.15 -0.334573
0.7 0.15 -0.560946
0.8 0.15 -0.742855
0.4 0.1875 0.355555
0.5 0.1875 0.0467212
0.6 0.1875 -0.230348
0.7 0.1875 -0.475652
0.8 0.1875 -0.68919
0.4 0.225 0.450124
0.5 0.225 0.154543
0.6 0.225 -0.123287
0.7 0.225 -0.383365
0.8 0.225 -0.625691
0.4 0.2625 0.535272
0.5 0.2625 0.259728
0.6 0.2625 -0.0133912
0.7 0.2625 -0.284086
0.8 0.2625 -0.552357
0.4 0.3 0.610998
0.5 0.3 0.362277
0.6 0.3 0.0993396
0.7 0.3 -0.177815
0.8 0.3 -0.469188
ZONE I=5, J=5
0.8 0.15 -0.742855
0.9 0.15 -0.843096
1 0.15 -0.914782
1.1 0.15 -0.957911
1.2 0.15 -0.972484
0.8 0.1875 -0.68919
0.9 0.1875 -0.808729
1 0.1875 -0.89468
1.1 0.1875 -0.947043
1.2 0.1875 -0.965818
0.8 0.225 -0.625691
0.9 0.225 -0.766743
1 0.225 -0.869005
1.1 0.225 -0.932477
1.2 0.225 -0.95716
0.8 0.2625 -0.552357
0.9 0.2625 -0.717138
1 0.2625 -0.837757
1.1 0.2625 -0.914214
1.2 0.2625 -0.946509
0.8 0.3 -0.469188
0.9 0.3 -0.659915
1 0.3 -0.800937
1.1 0.3 -0.892254
1.2 0.3 -0.933866
ZONE I=5, J=5
1.2 0.15 -0.972484
1.3 0.15 -0.983807
1.4 0.15 -0.991768
1.5 0.15 -0.996364
1.6 0.15 -0.997598
1.2 0.1875 -0.965818
1.3 0.1875 -0.979898
1.4 0.1875 -0.98979
1.5 0.1875 -0.995494
1.6 0.1875 -0.997009
1.2 0.225 -0.95716
1.3 0.225 -0.974803
1.4 0.225 -0.987193
1.5 0.225 -0.99433
1.6 0.225 -0.996215
1.2 0.2625 -0.946509
1.3 0.2625 -0.968521
1.4 0.2625 -0.983976
1.5 0.2625 -0.992874
1.6 0.2625 -0.995214
1.2 0.3 -0.933866
1.3 0.3 -0.961054
1.4 0.3 -0.98014
1.5 0.3 -0.991125
1.6 0.3 -0.994007
ZONE I=5, J=5
1.6 0.15 -0.997598
1.7 0.15 -0.998582
1.8 0.15 -0.999273
1.9 0.15 -0.999671
2 0.15 -0.999777
1.6 0.1875 -0.997009
1.7 0.1875 -0.998233
1.8 0.1875 -0.999093
1.9 0.1875 -0.999589
2 0.1875 -0.999722
1.6 0.225 -0.996215
1.7 0.225 -0.997762
1.8 0.225 -0.998851
1.9 0.225 -0.99948
2 0.225 -0.99965
1.6 0.2625 -0.995214
1.7 0.2625 -0.99717
1.8 0.2625 -0.998546
1.9 0.2625 -0.999342
2 0.2625 -0.999559
1.6 0.3 -0.994007
1.7 0.3 -0.996455
1.8 0.3 -0.998179
1.9 0.3 -0.999177
2 0.3 -0.999451
ZONE I=5, J=5
0 0.3 0.956237
0.1 0.3 0.929874
0.2 0.3 0.863546
0.3 0.3 0.757254
0.4 0.3 0.610998
0 0.3375 0.964747
0.1 0.3375 0.94442
0.2 0.3375 0.889471
0.3 0.3375 0.799901
0.4 0.3375 0.67571
0 0.375 0.971873
0.1 0.375 0.956444
0.2 0.375 0.9113
0.3 0.375 0.836439
0.4 0.375 0.731864
0 0.4125 0.977615
0.1 0.4125 0.965946
0.2 0.4125 0.929031
0.3 0.4125 0.866869
0.4 0.4125 0.77946
0 0.45 0.981973
0.1 0.45 0.972926
0.2 0.45 0.942665
0.3 0.45 0.891189
0.4 0.45 0.818498
ZONE I=5, J=5
0.4 0.3 0.610998
0.5 0.3 0.362277
0.6 0.3 0.0993396
0.7 0.3 -0.177815
0.8 0.3 -0.469188
0.4 0.3375 0.67571
0.5 0.3375 0.457202
0.6 0.3375 0.209294
0.7 0.3375 -0.0680158
0.8 0.3375 -0.374727
0.4 0.375 0.731864
0.5 0.375 0.543069
0.6 0.375 0.312568
0.7 0.375 0.0403609
0.8 0.375 -0.273553
0.4 0.4125 0.77946
0.5 0.4125 0.619878
0.6 0.4125 0.409162
0.7 0.4125 0.147315
0.8 0.4125 -0.165666
0.4 0.45 0.818498
0.5 0.45 0.687628
0.6 0.45 0.499077
0.7 0.45 0.252845
0.8 0.45 -0.0510666
ZONE I=5, J=5
0.8 0.3 -0.469188
0.9 0.3 -0.659915
1 0.3 -0.800937
1.1 0.3 -0.892254
1.2 0.3 -0.933866
0.8 0.3375 -0.374727
0.9 0.3375 -0.593173
1 0.3375 -0.756618
1.1 0.3375 -0.865064
1.2 0.3375 -0.918509
0.8 0.375 -0.273553
0.9 0.375 -0.517754
1 0.375 -0.703403
1.1 0.375 -0.8305
1.2 0.375 -0.899043
0.8 0.4125 -0.165666
0.9 0.4125 -0.43366
1 0.4125 -0.641292
1.1 0.4125 -0.788561
1.2 0.4125 -0.875469
0.8 0.45 -0.0510666
0.9 0.45 -0.34089
1 0.45 -0.570284
1.1 0.45 -0.739249
1.2 0.45 -0.847785
ZONE I=5, J=5
1.2 0.3 -0.933866
1.3 0.3 -0.961054
1.4 0.3 -0.98014
1.5 0.3 -0.991125
1.6 0.3 -0.994007
1.2 0.3375 -0.918509
1.3 0.3375 -0.951966
1.4 0.3375 -0.975451
1.5 0.3375 -0.988965
1.6 0.3375 -0.992509
1.2 0.375 -0.899043
1.3 0.375 -0.940276
1.4 0.375 -0.969264
1.5 0.375 -0.986008
1.6 0.375 -0.990508
1.2 0.4125 -0.875469
1.3 0.4125 -0.925985
1.4 0.4125 -0.96158
1.5 0.4125 -0.982253
1.6 0.4125 -0.988003
1.2 0.45 -0.847785
1.3 0.45 -0.909094
1.4 0.45 -0.952399
1.5 0.45 -0.977699
1.6 0.45 -0.984996
ZONE I=5, J=5
1.6 0.3 -0.994007
1.7 0.3 -0.996455
1.8 0.3 -0.998179
1.9 0.3 -0.999177
2 0.3 -0.999451
1.6 0.3375 -0.992509
1.7 0.3375 -0.99557
1.8 0.3375 -0.997725
1.9 0.3375 -0.998974
2 0.3375 -0.999317
1.6 0.375 -0.990508
1.7 0.375 -0.994392
1.8 0.375 -0.997125
1.9 0.375 -0.998707
2 0.375 -0.999139
1.6 0.4125 -0.988003
1.7 0.4125 -0.992919
1.8 0.4125 -0.996376
1.9 0.4125 -0.998376
2 0.4125 -0.998916
1.6 0.45 -0.984996
1.7 0.45 -0.991153
1.8 0.45 -0.995481
1.9 0.45 -0.99798
2 0.45 -0.99865
ZONE I=5, J=5
0 0.45 0.981973
0.1 0.45 0.972926
0.2 0.45 0.942665
0.3 0.45 0.891189
0.4 0.45 0.818498
0 0.4875 0.985512
0.1 0.4875 0.978483
0.2 0.4875 0.95374
0.3 0.4875 0.911282
0.4 0.4875 0.851108
0 0.525 0.988468
0.1 0.525 0.983061
0.2 0.525 0.963004
0.3 0.525 0.928298
0.4 0.525 0.878942
0 0.5625 0.990841
0.1 0.5625 0.986659
0.2 0.5625 0.970458
0.3 0.5625 0.942238
0.4 0.5625 0.902
0 0.6 0.992632
0.1 0.6 0.989277
0.2 0.6 0.976101
0.3 0.6 0.953102
0.4 0.6 0.920282
ZONE I=5, J=5
0.4 0.45 0.818498
0.5 0.45 0.687628
0.6 0.45 0.499077
0.7 0.45 0.252845
0.8 0.45 -0.0510666
0.4 0.4875 0.851108
0.5 0.4875 0.745031
0.6 0.4875 0.57869
0.7 0.4875 0.352084
0.8 0.4875 0.0652147
0.4 0.525 0.878942
0.5 0.525 0.794242
0.6 0.525 0.649008
0.7 0.525 0.44324
0.8 0.525 0.176938
0.4 0.5625 0.902
0.5 0.5625 0.835259
0.6 0.5625 0.71003
0.7 0.5625 0.526312
0.8 0.5625 0.284104
0.4 0.6 0.920282
0.5 0.6 0.868084
0.6 0.6 0.761757
0.7 0.6 0.6013
0.8 0.6 0.386713
ZONE I=5, J=5
0.8 0.45 -0.0510666
0.9 0.45 -0.34089
1 0.45 -0.570284
1.1 0.45 -0.739249
1.2 0.45 -0.847785
0.8 0.4875 0.0652147
0.9 0.4875 -0.240316
1 0.4875 -0.488796
1.1 0.4875 -0.680223
1.2 0.4875 -0.814599
0.8 0.525 0.176938
0.9 0.525 -0.13641
1 0.525 -0.399301
1.1 0.525 -0.611733
1.2 0.525 -0.773709
0.8 0.5625 0.284104
0.9 0.5625 -0.0291709
1 0.5625 -0.301799
1.1 0.5625 -0.53378
1.2 0.5625 -0.725114
0.8 0.6 0.386713
0.9 0.6 0.0814008
1 0.6 -0.196291
1.1 0.6 -0.446363
1.2 0.6 -0.668814
ZONE I=5, J=5
1.2 0.45 -0.847785
1.3 0.45 -0.909094
1.4 0.45 -0.952399
1.5 0.45 -0.977699
1.6 0.45 -0.984996
1.2 0.4875 -0.814599
1.3 0.4875 -0.888641
1.4 0.4875 -0.941105
1.5 0.4875 -0.971989
1.6 0.4875 -0.981294
1.2 0.525 -0.773709
1.3 0.525 -0.86285
1.4 0.525 -0.926348
1.5 0.525 -0.964204
1.6 0.525 -0.976417
1.2 0.5625 -0.725114
1.3 0.5625 -0.831719
1.4 0.5625 -0.908129
1.5 0.5625 -0.954345
1.6 0.5625 -0.970367
1.2 0.6 -0.668814
1.3 0.6 -0.795248
1.4 0.6 -0.886448
1.5 0.6 -0.942412
1.6 0.6 -0.963142
ZONE I=5, J=5
1.6 0.45 -0.984996
1.7 0.45 -0.991153
1.8 0.45 -0.995481
1.9 0.45 -0.99798
2 0.45 -0.99865
1.6 0.4875 -0.981294
1.7 0.4875 -0.988982
1.8 0.4875 -0.994382
1.9 0.4875 -0.997495
2 0.4875 -0.998321
1.6 0.525 -0.976417
1.7 0.525 -0.986124
1.8 0.525 -0.992937
1.9 0.525 -0.996857
2 0.525 -0.997883
1.6 0.5625 -0.970367
1.7 0.5625 -0.98258
1.8 0.5625 -0.991146
1.9 0.5625 -0.996065
2 0.5625 -0.997337
1.6 0.6 -0.963142
1.7 0.6 -0.978349
1.8 0.6 -0.989008
1.9 0.6 -0.995119
2 0.6 -0.996682
ZONE I=5, J=5
0 0.6 0.992632
0.1 0.6 0.989277
0.2 0.6 0.976101
0.3 0.6 0.953102
0.4 0.6 0.920282
0 0.6375 0.994084
0.1 0.6375 0.99139
0.2 0.6375 0.980709
0.3 0.6375 0.962042
0.4 0.6375 0.935389
0 0.675 0.995295
0.1 0.675 0.993145
0.2 0.675 0.98457
0.3 0.675 0.969569
0.4 0.675 0.948144
0 0.7125 0.996267
0.1 0.7125 0.994543
0.2 0.7125 0.987682
0.3 0.7125 0.975683
0.4 0.7125 0.958546
0 0.75 0.996998
0.1 0.75 0.995585
0.2 0.75 0.990047
0.3 0.75 0.980384
0.4 0.75 0.966597
ZONE I=5, J=5
0.4 0.6 0.920282
0.5 0.6 0.868084
0.6 0.6 0.761757
0.7 0.6 0.6013
0.8 0.6 0.386713
0.4 0.6375 0.935389
0.5 0.6375 0.8947
0.6 0.6375 0.805054
0.7 0.6375 0.666452
0.8 0.6375 0.478892
0.4 0.675 0.948144
0.5 0.675 0.916916
0.6 0.675 0.841985
0.7 0.675 0.723352
0.8 0.675 0.561015
0.4 0.7125 0.958546
0.5 0.7125 0.934732
0.6 0.7125 0.87255
0.7 0.7125 0.772
0.8 0.7125 0.633082
0.4 0.75 0.966597
0.5 0.75 0.948149
0.6 0.75 0.896749
0.7 0.75 0.812397
0.8 0.75 0.695093
ZONE I=5, J=5
0.8 0.6 0.386713
0.9 0.6 0.0814008
1 0.6 -0.196291
1.1 0.6 -0.446363
1.2 0.6 -0.668814
0.8 0.6375 0.478892
0.9 0.6375 0.190771
1 0.6375 -0.0854703
1.1 0.6375 -0.349831
1.2 0.6375 -0.602311
0.8 0.675 0.561015
0.9 0.675 0.294684
1 0.675 0.0247684
1.1 0.675 -0.248733
1.2 0.675 -0.525819
0.8 0.7125 0.633082
0.9 0.7125 0.393142
1 0.7125 0.134425
1.1 0.7125 -0.143068
1.2 0.7125 -0.439337
0.8 0.75 0.695093
0.9 0.75 0.486143
1 0.75 0.243499
1.1 0.75 -0.0328367
1.2 0.75 -0.342866
ZONE I=5, J=5
1.2 0.6 -0.668814
1.3 0.6 -0.795248
1.4 0.6 -0.886448
1.5 0.6 -0.942412
1.6 0.6 -0.963142
1.2 0.6375 -0.602311
1.3 0.6375 -0.751537
1.4 0.6375 -0.859942
1.5 0.6375 -0.927526
1.6 0.6375 -0.954288
1.2 0.675 -0.525819
1.3 0.675 -0.699321
1.4 0.675 -0.826665
1.5 0.675 -0.907851
1.6 0.675 -0.942879
1.2 0.7125 -0.439337
1.3 0.7125 -0.6386
1.4 0.7125 -0.786617
1.5 0.7125 -0.883389
1.6 0.7125 -0.928914
1.2 0.75 -0.342866
1.3 0.75 -0.569374
1.4 0.75 -0.739799
1.5 0.75 -0.854139
1.6 0.75 -0.912394
ZONE I=5, J=5
1.6 0.6 -0.963142
1.7 0.6 -0.978349
1.8 0.6 -0.989008
1.9 0.6 -0.995119
2 0.6 -0.996682
1.6 0.6375 -0.954288
1.7 0.6375 -0.973173
1.8 0.6375 -0.986399
1.9 0.6375 -0.993966
2 0.6375 -0.995875
1.6 0.675 -0.942879
1.7 0.675 -0.966451
1.8 0.675 -0.982962
1.9 0.675 -0.992413
2 0.675 -0.994802
1.6 0.7125 -0.928914
1.7 0.7125 -0.958184
1.8 0.7125 -0.978699
1.9 0.7125 -0.990459
2 0.7125 -0.993463
1.6 0.75 -0.912394
1.7 0.75 -0.948372
1.8 0.75 -0.973608
1.9 0.75 -0.988104
2 0.75 -0.99186
ZONE I=5, J=5
0 0.75 0.996998
0.1 0.75 0.995585
0.2 0.75 0.990047
0.3 0.75 0.980384
0.4 0.75 0.966597
0 0.7875 0.99759
0.1 0.7875 0.996439
0.2 0.7875 0.991984
0.3 0.7875 0.984224
0.4 0.7875 0.97316
0 0.825 0.998085
0.1 0.825 0.997155
0.2 0.825 0.993607
0.3 0.825 0.987439
0.4 0.825 0.978652
0 0.8625 0.998481
0.1 0.8625 0.997733
0.2 0.8625 0.994916
0.3 0.8625 0.990029
0.4 0.8625 0.983074
0 0.9 0.998778
0.1 0.9 0.998172
0.2 0.9 0.995911
0.3 0.9 0.991995
0.4 0.9 0.986425
ZONE I=5, J=5
0.4 0.75 0.966597
0.5 0.75 0.948149
0.6 0.75 0.896749
0.7 0.75 0.812397
0.8 0.75 0.695093
0.4 0.7875 0.97316
0.5 0.7875 0.958892
0.6 0.7875 0.916511
0.7 0.7875 0.846016
0.8 0.7875 0.747407
0.4 0.825 0.978652
0.5 0.825 0.967761
0.6 0.825 0.9331
0.7 0.825 0.874667
0.8 0.825 0.792464
0.4 0.8625 0.983074
0.5 0.8625 0.974757
0.6 0.8625 0.946516
0.7 0.8625 0.898352
0.8 0.8625 0.830265
0.4 0.9 0.986425
0.5 0.9 0.979878
0.6 0.9 0.956759
0.7 0.9 0.91707
0.8 0.9 0.860809
ZONE I=5, J=5
0.8 0.75 0.695093
0.9 0.75 0.486143
1 0.75 0.243499
1.1 0.75 -0.0328367
1.2 0.75 -0.342866
0.8 0.7875 0.747407
0.9 0.7875 0.569468
1 0.7875 0.346137
1.1 0.7875 0.0774131
1.2 0.7875 -0.236703
0.8 0.825 0.792464
0.9 0.825 0.643278
1 0.825 0.440269
1.1 0.825 0.183437
1.2 0.825 -0.127217
0.8 0.8625 0.830265
0.9 0.8625 0.707572
1 0.8625 0.525895
1.1 0.8625 0.285235
1.2 0.8625 -0.0144089
0.8 0.9 0.860809
0.9 0.9 0.762351
1 0.9 0.603017
1.1 0.9 0.382807
1.2 0.9 0.101722
ZONE I=5, J=5
1.2 0.75 -0.342866
1.3 0.75 -0.569374
1.4 0.75 -0.739799
1.5 0.75 -0.854139
1.6 0.75 -0.912394
1.2 0.7875 -0.236703
1.3 0.7875 -0.49029
1.4 0.7875 -0.684109
1.5 0.7875 -0.818158
1.6 0.7875 -0.892439
1.2 0.825 -0.127217
1.3 0.825 -0.40356
1.4 0.825 -0.619028
1.5 0.825 -0.77362
1.6 0.825 -0.867337
1.2 0.8625 -0.0144089
1.3 0.8625 -0.309184
1.4 0.8625 -0.544555
1.5 0.8625 -0.720523
1.6 0.8625 -0.837086
1.2 0.9 0.101722
1.3 0.9 -0.207162
1.4 0.9 -0.460692
1.5 0.9 -0.658867
1.6 0.9 -0.801687
ZONE I=5, J=5
1.6 0.75 -0.912394
1.7 0.75 -0.948372
1.8 0.75 -0.973608
1.9 0.75 -0.988104
2 0.75 -0.99186
1.6 0.7875 -0.892439
1.7 0.7875 -0.936457
1.8 0.7875 -0.96737
1.9 0.7875 -0.985178
2 0.7875 -0.989883
1.6 0.825 -0.867337
1.7 0.825 -0.921192
1.8 0.825 -0.959132
1.9 0.825 -0.981155
2 0.825 -0.987263
1.6 0.8625 -0.837086
1.7 0.8625 -0.902578
1.8 0.8625 -0.948895
1.9 0.8625 -0.976036
2 0.8625 -0.984001
1.6 0.9 -0.801687
1.7 0.9 -0.880615
1.8 0.9 -0.936659
1.9 0.9 -0.96982
2 0.9 -0.980096
ZONE I=5, J=5
0 0.9 0.998778
0.1 0.9 0.998172
0.2 0.9 0.995911
0.3 0.9 0.991995
0.4 0.9 0.986425
0 0.9375 0.99902
0.1 0.9375 0.99853
0.2 0.9375 0.996722
0.3 0.9375 0.993593
0.4 0.9375 0.989145
0 0.975 0.999221
0.1 0.975 0.998831
0.2 0.975 0.997399
0.3 0.975 0.994925
0.4 0.975 0.99141
0 1.0125 0.999382
0.1 1.0125 0.999073
0.2 1.0125 0.997942
0.3 1.0125 0.995991
0.4 1.0125 0.993218
0 1.05 0.999503
0.1 1.05 0.999257
0.2 1.05 0.998352
0.3 1.05 0.99679
0.4 1.05 0.99457
ZONE I=5, J=5
0.4 0.9 0.986425
0.5 0.9 0.979878
0.6 0.9 0.956759
0.7 0.9 0.91707
0.8 0.9 0.860809
0.4 0.9375 0.989145
0.5 0.9375 0.983964
0.6 0.9375 0.965091
0.7 0.9375 0.932526
0.8 0.9375 0.886269
0.4 0.975 0.99141
0.5 0.975 0.987335
0.6 0.975 0.972064
0.7 0.975 0.945594
0.8 0.975 0.907927
0.4 1.0125 0.993218
0.5 1.0125 0.989993
0.6 1.0125 0.977678
0.7 1.0125 0.956274
0.8 1.0125 0.925781
0.4 1.05 0.99457
0.5 1.05 0.991936
0.6 1.05 0.981935
0.7 1.05 0.964567
0.8 1.05 0.939832
ZONE I=5, J=5
0.8 0.9 0.860809
0.9 0.9 0.762351
1 0.9 0.603017
1.1 0.9 0.382807
1.2 0.9 0.101722
0.8 0.9375 0.886269
0.9 0.9375 0.807836
1 0.9375 0.669734
1.1 0.9375 0.471963
1.2 0.9375 0.214522
0.8 0.975 0.907927
0.9 0.975 0.846387
1 0.975 0.727836
1.1 0.975 0.552275
1.2 0.975 0.319703
0.8 1.0125 0.925781
0.9 1.0125 0.878002
1 1.0125 0.777323
1.1 1.0125 0.623743
1.2 1.0125 0.417263
0.8 1.05 0.939832
0.9 1.05 0.902682
1 1.05 0.818194
1.1 1.05 0.686368
1.2 1.05 0.507203
ZONE I=5, J=5
1.2 0.9 0.101722
1.3 0.9 -0.207162
1.4 0.9 -0.460692
1.5 0.9 -0.658867
1.6 0.9 -0.801687
1.2 0.9375 0.214522
1.3 0.9375 -0.0997465
1.4 0.9375 -0.366814
1.5 0.9375 -0.586681
1.6 0.9375 -0.759346
1.2 0.975 0.319703
1.3 0.975 0.00807722
1.4 0.975 -0.267088
1.5 0.975 -0.505794
1.6 0.975 -0.708041
1.2 1.0125 0.417263
1.3 1.0125 0.116309
1.4 1.0125 -0.161515
1.5 1.0125 -0.416209
1.6 1.0125 -0.647772
1.2 1.05 0.507203
1.3 1.05 0.224949
1.4 1.05 -0.0500928
1.5 1.05 -0.317923
1.6 1.05 -0.578541
ZONE I=5, J=5
1.6 0.9 -0.801687
1.7 0.9 -0.880615
1.8 0.9 -0.936659
1.9 0.9 -0.96982
2 0.9 -0.980096
1.6 0.9375 -0.759346
1.7 0.9375 -0.854043
1.8 0.9375 -0.921599
1.9 0.9375 -0.962014
2 0.9375 -0.975288
1.6 0.975 -0.708041
1.7 0.975 -0.820958
1.8 0.975 -0.902084
1.9 0.975 -0.951418
2 0.975 -0.96896
1.6 1.0125 -0.647772
1.7 1.0125 -0.781361
1.8 1.0125 -0.878114
1.9 1.0125 -0.938031
2 1.0125 -0.961113
1.6 1.05 -0.578541
1.7 1.05 -0.735251
1.8 1.05 -0.849688
1.9 1.05 -0.921853
2 1.05 -0.951746
ZONE I=5, J=5
0 1.05 0.999503
0.1 1.05 0.999257
0.2 1.05 0.998352
0.3 1.05 0.99679
0.4 1.05 0.99457
0 1.0875 0.999601
0.1 1.0875 0.999407
0.2 1.0875 0.998685
0.3 1.0875 0.997436
0.4 1.0875 0.995659
0 1.125 0.999683
0.1 1.125 0.999532
0.2 1.125 0.998961
0.3 1.125 0.997972
0.4 1.125 0.996564
0 1.1625 0.999749
0.1 1.1625 0.999631
0.2 1.1625 0.999181
0.3 1.1625 0.998398
0.4 1.1625 0.997283
0 1.2 0.999798
0.1 1.2 0.999706
0.2 1.2 0.999345
0.3 1.2 0.998716
0.4 1.2 0.997817
ZONE I=5, J=5
0.4 1.05 0.99457
0.5 1.05 0.991936
0.6 1.05 0.981935
0.7 1.05 0.964567
0.8 1.05 0.939832
0.4 1.0875 0.995659
0.5 1.0875 0.993514
0.6 1.0875 0.985419
0.7 1.0875 0.971376
0.8 1.0875 0.951383
0.4 1.125 0.996564
0.5 1.125 0.994828
0.6 1.125 0.98834
0.7 1.125 0.977098
0.8 1.125 0.961104
0.4 1.1625 0.997283
0.5 1.1625 0.99588
0.6 1.1625 0.990697
0.7 1.1625 0.981736
0.8 1.1625 0.968995
0.4 1.2 0.997817
0.5 1.2 0.996668
0.6 1.2 0.992491
0.7 1.2 0.985288
0.8 1.2 0.975056
ZONE I=5, J=5
0.8 1.05 0.939832
0.9 1.05 0.902682
1 1.05 0.818194
1.1 1.05 0.686368
1.2 1.05 0.507203
0.8 1.0875 0.951383
0.9 1.0875 0.922588
1 1.0875 0.85204
1.1 1.0875 0.739737
1.2 1.0875 0.585681
0.8 1.125 0.961104
0.9 1.125 0.93913
1 1.125 0.880711
1.1 1.125 0.785848
1.2 1.125 0.65454
0.8 1.1625 0.968995
0.9 1.1625 0.952306
1 1.1625 0.904208
1.1 1.1625 0.824699
1.2 1.1625 0.71378
0.8 1.2 0.975056
0.9 1.2 0.962119
1 1.2 0.92253
1.1 1.2 0.856291
1.2 1.2 0.763401
ZONE I=5, J=5
1.2 1.05 0.507203
1.3 1.05 0.224949
1.4 1.05 -0.0500928
1.5 1.05 -0.317923
1.6 1.05 -0.578541
1.2 1.0875 0.585681
1.3 1.0875 0.328926
1.4 1.0875 0.0627261
1.5 1.0875 -0.212919
1.6 1.0875 -0.49801
1.2 1.125 0.65454
1.3 1.125 0.425225
1.4 1.125 0.171614
1.5 1.125 -0.106293
1.6 1.125 -0.408496
1.2 1.1625 0.71378
1.3 1.1625 0.513845
1.4 1.1625 0.276569
1.5 1.1625 0.00195464
1.6 1.1625 -0.31
1.2 1.2 0.763401
1.3 1.2 0.594786
1.4 1.2 0.377594
1.5 1.2 0.111825
1.6 1.2 -0.202521
ZONE I=5, J=5
1.6 1.05 -0.578541
1.7 1.05 -0.735251
1.8 1.05 -0.849688
1.9 1.05 -0.921853
2 1.05 -0.951746
1.6 1.0875 -0.49801
1.7 1.0875 -0.680572
1.8 1.0875 -0.815132
1.9 1.0875 -0.90169
2 1.0875 -0.940245
1.6 1.125 -0.408496
1.7 1.125 -0.616968
1.8 1.125 -0.7726
