ZONE I=5, J=5
0.1 0.225 0.848284
0.2 0.225 0.781806
0.3 0.225 0.691069
0.4 0.225 0.57167
0 0.2625 0.909565
0.1 0.2625 0.868022
0.2 0.2625 0.809301
0.3 0.2625 0.728254
0.4 0.2625 0.619997
0 0.3 0.921669
0.1 0.3 0.885352
0.2 0.3 0.833655
0.3 0.3 0.761594
0.4 0.3 0.664037
ZONE I=5, J=5
0.4 0.15 0.462117
0.5 0.15 0.291313
0.6 0.15 0.099668
0.7 0.15 -0.099668
0.8 0.15 -0.291313
0.4 0.1875 0.519022
0.5 0.1875 0.358357
0.6 0.1875 0.173235
0.7 0.1875 -0.0249948
0.8 0.1875 -0.221278
0.4 0.225 0.57167
0.5 0.225 0.421899
0.6 0.225 0.244919
0.7 0.225 0.0499584
0.8 0.225 -0.148885
0.4 0.2625 0.619997
0.5 0.2625 0.48155
0.6 0.2625 0.314021
0.7 0.2625 0.124353
0.8 0.2625 -0.0748597
0.4 0.3 0.664037
0.5 0.3 0.53705
0.6 0.3 0.379949
0.7 0.3 0.197375
0.8 0.3 0
ZONE I=5, J=5
0.8 0.15 -0.291313
0.9 0.15 -0.462117
1 0.15 -0.604368
1.1 0.15 -0.716298
1.2 0.15 -0.800499
0.8 0.1875 -0.221278
0.9 0.1875 -0.401134
1 0.1875 -0.5546
1.1 0.1875 -0.677782
1.2 0.1875 -0.771895
0.8 0.225 -0.148885
0.9 0.225 -0.336376
1 0.225 -0.50052
1.1 0.225 -0.635149
1.2 0.225 -0.739783
0.8 0.2625 -0.0748597
0.9 0.2625 -0.268271
1 0.2625 -0.44223
1.1 0.2625 -0.588259
1.2 0.2625 -0.703906
0.8 0.3 0
0.9 0.3 -0.197375
1 0.3 -0.379949
1.1 0.3 -0.53705
1.2 0.3 -0.664037
ZONE I=5, J=5
1.2 0.15 -0.800499
1.3 0.15 -0.861723
1.4 0.15 -0.905148
1.5 0.15 -0.935409
1.6 0.15 -0.956237
1.2 0.1875 -0.771895
1.3 0.1875 -0.841123
1.4 0.1875 -0.890637
1.5 0.1875 -0.925346
1.6 0.1875 -0.949335
1.2 0.225 -0.739783
1.3 0.225 -0.817754
1.4 0.225 -0.874053
1.5 0.225 -0.913785
1.6 0.225 -0.941376
1.2 0.2625 -0.703906
1.3 0.2625 -0.791338
1.4 0.2625 -0.855147
1.5 0.2625 -0.900527
1.6 0.2625 -0.93221
1.2 0.3 -0.664037
1.3 0.3 -0.761594
1.4 0.3 -0.833655
1.5 0.3 -0.885352
1.6 0.3 -0.921669
ZONE I=5, J=5
1.6 0.15 -0.956237
1.7 0.15 -0.970452
1.8 0.15 -0.980096
1.9 0.15 -0.986614
2 0.15 -0.991007
1.6 0.1875 -0.949335
1.7 0.1875 -0.965752
1.8 0.1875 -0.976912
1.9 0.1875 -0.984465
2 0.1875 -0.98956
1.6 0.225 -0.941376
1.7 0.225 -0.960319
1.8 0.225 -0.973226
1.9 0.225 -0.981973
2 0.225 -0.98788
1.6 0.2625 -0.93221
1.7 0.2625 -0.954045
1.8 0.2625 -0.96896
1.9 0.2625 -0.979087
2 0.2625 -0.985933
1.6 0.3 -0.921669
1.7 0.3 -0.946806
1.8 0.3 -0.964028
1.9 0.3 -0.975743
2 0.3 -0.983675
ZONE I=5, J=5
0 0.3 0.921669
0.1 0.3 0.885352
0.2 0.3 0.833655
0.3 0.3 0.761594
0.4 0.3 0.664037
0 0.3375 0.93221
0.1 0.3375 0.900527
0.2 0.3375 0.855147
0.3 0.3375 0.791338
0.4 0.3375 0.703906
0 0.375 0.941376
0.1 0.375 0.913785
0.2 0.375 0.874053
0.3 0.375 0.817754
0.4 0.375 0.739783
0 0.4125 0.949335
0.1 0.4125 0.925346
0.2 0.4125 0.890637
0.3 0.4125 0.841123
0.4 0.4125 0.771895
0 0.45 0.956237
0.1 0.45 0.935409
0.2 0.45 0.905148
0.3 0.45 0.861723
0.4 0.45 0.800499
ZONE I=5, J=5
0.4 0.3 0.664037
0.5 0.3 0.53705
0.6 0.3 0.379949
0.7 0.3 0.197375
0.8 0.3 0
0.4 0.3375 0.703906
0.5 0.3375 0.588259
0.6 0.3375 0.44223
0.7 0.3375 0.268271
0.8 0.3375 0.0748597
0.4 0.375 0.739783
0.5 0.375 0.635149
0.6 0.375 0.50052
0.7 0.375 0.336376
0.8 0.375 0.148885
0.4 0.4125 0.771895
0.5 0.4125 0.677782
0.6 0.4125 0.5546
0.7 0.4125 0.401134
0.8 0.4125 0.221278
0.4 0.45 0.800499
0.5 0.45 0.716298
0.6 0.45 0.604368
0.7 0.45 0.462117
0.8 0.45 0.291313
ZONE I=5, J=5
0.8 0.3 0
0.9 0.3 -0.197375
1 0.3 -0.379949
1.1 0.3 -0.53705
1.2 0.3 -0.664037
0.8 0.3375 0.0748597
0.9 0.3375 -0.124353
1 0.3375 -0.314021
1.1 0.3375 -0.48155
1.2 0.3375 -0.619997
0.8 0.375 0.148885
0.9 0.375 -0.0499584
1 0.375 -0.244919
1.1 0.375 -0.421899
1.2 0.375 -0.57167
0.8 0.4125 0.221278
0.9 0.4125 0.0249948
1 0.4125 -0.173235
1.1 0.4125 -0.358357
1.2 0.4125 -0.519022
0.8 0.45 0.291313
0.9 0.45 0.099668
1 0.45 -0.099668
1.1 0.45 -0.291313
1.2 0.45 -0.462117
ZONE I=5, J=5
1.2 0.3 -0.664037
1.3 0.3 -0.761594
1.4 0.3 -0.833655
1.5 0.3 -0.885352
1.6 0.3 -0.921669
1.2 0.3375 -0.619997
1.3 0.3375 -0.728254
1.4 0.3375 -0.809301
1.5 0.3375 -0.868022
1.6 0.3375 -0.909565
1.2 0.375 -0.57167
1.3 0.375 -0.691069
1.4 0.375 -0.781806
1.5 0.375 -0.848284
1.6 0.375 -0.895693
1.2 0.4125 -0.519022
1.3 0.4125 -0.649827
1.4 0.4125 -0.750893
1.5 0.4125 -0.825868
1.6 0.4125 -0.879827
1.2 0.45 -0.462117
1.3 0.45 -0.604368
1.4 0.45 -0.716298
1.5 0.45 -0.800499
1.6 0.45 -0.861723
ZONE I=5, J=5
1.6 0.3 -0.921669
1.7 0.3 -0.946806
1.8 0.3 -0.964028
1.9 0.3 -0.975743
2 0.3 -0.983675
1.6 0.3375 -0.909565
1.7 0.3375 -0.938462
1.8 0.3375 -0.958327
1.9 0.3375 -0.971873
2 0.3375 -0.981058
1.6 0.375 -0.895693
1.7 0.375 -0.928858
1.8 0.375 -0.951746
1.9 0.375 -0.967395
2 0.375 -0.978026
1.6 0.4125 -0.879827
1.7 0.4125 -0.917817
1.8 0.4125 -0.944155
1.9 0.4125 -0.962218
2 0.4125 -0.974515
1.6 0.45 -0.861723
1.7 0.45 -0.905148
1.8 0.45 -0.935409
1.9 0.45 -0.956237
2 0.45 -0.970452
ZONE I=5, J=5
0 0.45 0.956237
0.1 0.45 0.935409
0.2 0.45 0.905148
0.3 0.45 0.861723
0.4 0.45 0.800499
0 0.4875 0.962218
0.1 0.4875 0.944155
0.2 0.4875 0.917817
0.3 0.4875 0.879827
0.4 0.4875 0.825868
0 0.525 0.967395
0.1 0.525 0.951746
0.2 0.525 0.928858
0.3 0.525 0.895693
0.4 0.525 0.848284
0 0.5625 0.971873
0.1 0.5625 0.958327
0.2 0.5625 0.938462
0.3 0.5625 0.909565
0.4 0.5625 0.868022
0 0.6 0.975743
0.1 0.6 0.964028
0.2 0.6 0.946806
0.3 0.6 0.921669
0.4 0.6 0.885352
ZONE I=5, J=5
0.4 0.45 0.800499
0.5 0.45 0.716298
0.6 0.45 0.604368
0.7 0.45 0.462117
0.8 0.45 0.291313
0.4 0.4875 0.825868
0.5 0.4875 0.750893
0.6 0.4875 0.649827
0.7 0.4875 0.519022
0.8 0.4875 0.358357
0.4 0.525 0.848284
0.5 0.525 0.781806
0.6 0.525 0.691069
0.7 0.525 0.57167
0.8 0.525 0.421899
0.4 0.5625 0.868022
0.5 0.5625 0.809301
0.6 0.5625 0.728254
0.7 0.5625 0.619997
0.8 0.5625 0.48155
0.4 0.6 0.885352
0.5 0.6 0.833655
0.6 0.6 0.761594
0.7 0.6 0.664037
0.8 0.6 0.53705
ZONE I=5, J=5
0.8 0.45 0.291313
0.9 0.45 0.099668
1 0.45 -0.099668
1.1 0.45 -0.291313
1.2 0.45 -0.462117
0.8 0.4875 0.358357
0.9 0.4875 0.173235
1 0.4875 -0.0249948
1.1 0.4875 -0.221278
1.2 0.4875 -0.401134
0.8 0.525 0.421899
0.9 0.525 0.244919
1 0.525 0.0499584
1.1 0.525 -0.148885
1.2 0.525 -0.336376
0.8 0.5625 0.48155
0.9 0.5625 0.314021
1 0.5625 0.124353
1.1 0.5625 -0.0748597
1.2 0.5625 -0.268271
0.8 0.6 0.53705
0.9 0.6 0.379949
1 0.6 0.197375
1.1 0.6 -4.44089e-16
1.2 0.6 -0.197375
ZONE I=5, J=5
1.2 0.45 -0.462117
1.3 0.45 -0.604368
1.4 0.45 -0.716298
1.5 0.45 -0.800499
1.6 0.45 -0.861723
1.2 0.4875 -0.401134
1.3 0.4875 -0.5546
1.4 0.4875 -0.677782
1.5 0.4875 -0.771895
1.6 0.4875 -0.841123
1.2 0.525 -0.336376
1.3 0.525 -0.50052
1.4 0.525 -0.635149
1.5 0.525 -0.739783
1.6 0.525 -0.817754
1.2 0.5625 -0.268271
1.3 0.5625 -0.44223
1.4 0.5625 -0.588259
1.5 0.5625 -0.703906
1.6 0.5625 -0.791338
1.2 0.6 -0.197375
1.3 0.6 -0.379949
1.4 0.6 -0.53705
1.5 0.6 -0.664037
1.6 0.6 -0.761594
ZONE I=5, J=5
1.6 0.45 -0.861723
1.7 0.45 -0.905148
1.8 0.45 -0.935409
1.9 0.45 -0.956237
2 0.45 -0.970452
1.6 0.4875 -0.841123
1.7 0.4875 -0.890637
1.8 0.4875 -0.925346
1.9 0.4875 -0.949335
2 0.4875 -0.965752
1.6 0.525 -0.817754
1.7 0.525 -0.874053
1.8 0.525 -0.913785
1.9 0.525 -0.941376
2 0.525 -0.960319
1.6 0.5625 -0.791338
1.7 0.5625 -0.855147
1.8 0.5625 -0.900527
1.9 0.5625 -0.93221
2 0.5625 -0.954045
1.6 0.6 -0.761594
1.7 0.6 -0.833655
1.8 0.6 -0.885352
1.9 0.6 -0.921669
2 0.6 -0.946806
ZONE I=5, J=5
0 0.6 0.975743
0.1 0.6 0.964028
0.2 0.6 0.946806
0.3 0.6 0.921669
0.4 0.6 0.885352
0 0.6375 0.979087
0.1 0.6375 0.96896
0.2 0.6375 0.954045
0.3 0.6375 0.93221
0.4 0.6375 0.900527
0 0.675 0.981973
0.1 0.675 0.973226
0.2 0.675 0.960319
0.3 0.675 0.941376
0.4 0.675 0.913785
0 0.7125 0.984465
0.1 0.7125 0.976912
0.2 0.7125 0.965752
0.3 0.7125 0.949335
0.4 0.7125 0.925346
0 0.75 0.986614
0.1 0.75 0.980096
0.2 0.75 0.970452
0.3 0.75 0.956237
0.4 0.75 0.935409
ZONE I=5, J=5
0.4 0.6 0.885352
0.5 0.6 0.833655
0.6 0.6 0.761594
0.7 0.6 0.664037
0.8 0.6 0.53705
0.4 0.6375 0.900527
0.5 0.6375 0.855147
0.6 0.6375 0.791338
0.7 0.6375 0.703906
0.8 0.6375 0.588259
0.4 0.675 0.913785
0.5 0.675 0.874053
0.6 0.675 0.817754
0.7 0.675 0.739783
0.8 0.675 0.635149
0.4 0.7125 0.925346
0.5 0.7125 0.890637
0.6 0.7125 0.841123
0.7 0.7125 0.771895
0.8 0.7125 0.677782
0.4 0.75 0.935409
0.5 0.75 0.905148
0.6 0.75 0.861723
0.7 0.75 0.800499
0.8 0.75 0.716298
ZONE I=5, J=5
0.8 0.6 0.53705
0.9 0.6 0.379949
1 0.6 0.197375
1.1 0.6 -4.44089e-16
1.2 0.6 -0.197375
0.8 0.6375 0.588259
0.9 0.6375 0.44223
1 0.6375 0.268271
1.1 0.6375 0.0748597
1.2 0.6375 -0.124353
0.8 0.675 0.635149
0.9 0.675 0.50052
1 0.675 0.336376
1.1 0.675 0.148885
1.2 0.675 -0.0499584
0.8 0.7125 0.677782
0.9 0.7125 0.5546
1 0.7125 0.401134
1.1 0.7125 0.221278
1.2 0.7125 0.0249948
0.8 0.75 0.716298
0.9 0.75 0.604368
1 0.75 0.462117
1.1 0.75 0.291313
1.2 0.75 0.099668
ZONE I=5, J=5
1.2 0.6 -0.197375
1.3 0.6 -0.379949
1.4 0.6 -0.53705
1.5 0.6 -0.664037
1.6 0.6 -0.761594
1.2 0.6375 -0.124353
1.3 0.6375 -0.314021
1.4 0.6375 -0.48155
1.5 0.6375 -0.619997
1.6 0.6375 -0.728254
1.2 0.675 -0.0499584
1.3 0.675 -0.244919
1.4 0.675 -0.421899
1.5 0.675 -0.57167
1.6 0.675 -0.691069
1.2 0.7125 0.0249948
1.3 0.7125 -0.173235
1.4 0.7125 -0.358357
1.5 0.7125 -0.519022
1.6 0.7125 -0.649827
1.2 0.75 0.099668
1.3 0.75 -0.099668
1.4 0.75 -0.291313
1.5 0.75 -0.462117
1.6 0.75 -0.604368
ZONE I=5, J=5
1.6 0.6 -0.761594
1.7 0.6 -0.833655
1.8 0.6 -0.885352
1.9 0.6 -0.921669
2 0.6 -0.946806
1.6 0.6375 -0.728254
1.7 0.6375 -0.809301
1.8 0.6375 -0.868022
1.9 0.6375 -0.909565
2 0.6375 -0.938462
1.6 0.675 -0.691069
1.7 0.675 -0.781806
1.8 0.675 -0.848284
1.9 0.675 -0.895693
2 0.675 -0.928858
1.6 0.7125 -0.649827
1.7 0.7125 -0.750893
1.8 0.7125 -0.825868
1.9 0.7125 -0.879827
2 0.7125 -0.917817
1.6 0.75 -0.604368
1.7 0.75 -0.716298
1.8 0.75 -0.800499
1.9 0.75 -0.861723
2 0.75 -0.905148
ZONE I=5, J=5
0 0.75 0.986614
0.1 0.75 0.980096
0.2 0.75 0.970452
0.3 0.75 0.956237
0.4 0.75 0.935409
0 0.7875 0.988468
0.1 0.7875 0.982845
0.2 0.7875 0.974515
0.3 0.7875 0.962218
0.4 0.7875 0.944155
0 0.825 0.990066
0.1 0.825 0.985217
0.2 0.825 0.978026
0.3 0.825 0.967395
0.4 0.825 0.951746
0 0.8625 0.991444
0.1 0.8625 0.987263
0.2 0.8625 0.981058
0.3 0.8625 0.971873
0.4 0.8625 0.958327
0 0.9 0.992632
0.1 0.9 0.989027
0.2 0.9 0.983675
0.3 0.9 0.975743
0.4 0.9 0.964028
ZONE I=5, J=5
0.4 0.75 0.935409
0.5 0.75 0.905148
0.6 0.75 0.861723
0.7 0.75 0.800499
0.8 0.75 0.716298
0.4 0.7875 0.944155
0.5 0.7875 0.917817
0.6 0.7875 0.879827
0.7 0.7875 0.825868
0.8 0.7875 0.750893
0.4 0.825 0.951746
0.5 0.825 0.928858
0.6 0.825 0.895693
0.7 0.825 0.848284
0.8 0.825 0.781806
0.4 0.8625 0.958327
0.5 0.8625 0.938462
0.6 0.8625 0.909565
0.7 0.8625 0.868022
0.8 0.8625 0.809301
0.4 0.9 0.964028
0.5 0.9 0.946806
0.6 0.9 0.921669
0.7 0.9 0.885352
0.8 0.9 0.833655
ZONE I=5, J=5
0.8 0.75 0.716298
0.9 0.75 0.604368
1 0.75 0.462117
1.1 0.75 0.291313
1.2 0.75 0.099668
0.8 0.7875 0.750893
0.9 0.7875 0.649827
1 0.7875 0.519022
1.1 0.7875 0.358357
1.2 0.7875 0.173235
0.8 0.825 0.781806
0.9 0.825 0.691069
1 0.825 0.57167
1.1 0.825 0.421899
1.2 0.825 0.244919
0.8 0.8625 0.809301
0.9 0.8625 0.728254
1 0.8625 0.619997
1.1 0.8625 0.48155
1.2 0.8625 0.314021
0.8 0.9 0.833655
0.9 0.9 0.761594
1 0.9 0.664037
1.1 0.9 0.53705
1.2 0.9 0.379949
ZONE I=5, J=5
1.2 0.75 0.099668
1.3 0.75 -0.099668
1.4 0.75 -0.291313
1.5 0.75 -0.462117
1.6 0.75 -0.604368
1.2 0.7875 0.173235
1.3 0.7875 -0.0249948
1.4 0.7875 -0.221278
1.5 0.7875 -0.401134
1.6 0.7875 -0.5546
1.2 0.825 0.244919
1.3 0.825 0.0499584
1.4 0.825 -0.148885
1.5 0.825 -0.336376
1.6 0.825 -0.50052
1.2 0.8625 0.314021
1.3 0.8625 0.124353
1.4 0.8625 -0.0748597
1.5 0.8625 -0.268271
1.6 0.8625 -0.44223
1.2 0.9 0.379949
1.3 0.9 0.197375
1.4 0.9 -4.44089e-16
1.5 0.9 -0.197375
1.6 0.9 -0.379949
ZONE I=5, J=5
1.6 0.75 -0.604368
1.7 0.75 -0.716298
1.8 0.75 -0.800499
1.9 0.75 -0.861723
2 0.75 -0.905148
1.6 0.7875 -0.5546
1.7 0.7875 -0.677782
1.8 0.7875 -0.771895
1.9 0.7875 -0.841123
2 0.7875 -0.890637
1.6 0.825 -0.50052
1.7 0.825 -0.635149
1.8 0.825 -0.739783
1.9 0.825 -0.817754
2 0.825 -0.874053
1.6 0.8625 -0.44223
1.7 0.8625 -0.588259
1.8 0.8625 -0.703906
1.9 0.8625 -0.791338
2 0.8625 -0.855147
1.6 0.9 -0.379949
1.7 0.9 -0.53705
1.8 0.9 -0.664037
1.9 0.9 -0.761594
2 0.9 -0.833655
ZONE I=5, J=5
0 0.9 0.992632
0.1 0.9 0.989027
0.2 0.9 0.983675
0.3 0.9 0.975743
0.4 0.9 0.964028
0 0.9375 0.993655
0.1 0.9375 0.990549
0.2 0.9375 0.985933
0.3 0.9375 0.979087
0.4 0.9375 0.96896
0 0.975 0.994536
0.1 0.975 0.99186
0.2 0.975 0.98788
0.3 0.975 0.981973
0.4 0.975 0.973226
0 1.0125 0.995295
0.1 1.0125 0.99299
0.2 1.0125 0.98956
0.3 1.0125 0.984465
0.4 1.0125 0.976912
0 1.05 0.995949
0.1 1.05 0.993963
0.2 1.05 0.991007
0.3 1.05 0.986614
0.4 1.05 0.980096
ZONE I=5, J=5
0.4 0.9 0.964028
0.5 0.9 0.946806
0.6 0.9 0.921669
0.7 0.9 0.885352
0.8 0.9 0.833655
0.4 0.9375 0.96896
0.5 0.9375 0.954045
0.6 0.9375 0.93221
0.7 0.9375 0.900527
0.8 0.9375 0.855147
0.4 0.975 0.973226
0.5 0.975 0.960319
0.6 0.975 0.941376
0.7 0.975 0.913785
0.8 0.975 0.874053
0.4 1.0125 0.976912
0.5 1.0125 0.965752
0.6 1.0125 0.949335
0.7 1.0125 0.925346
0.8 1.0125 0.890637
0.4 1.05 0.980096
0.5 1.05 0.970452
0.6 1.05 0.956237
0.7 1.05 0.935409
0.8 1.05 0.905148
ZONE I=5, J=5
0.8 0.9 0.833655
0.9 0.9 0.761594
1 0.9 0.664037
1.1 0.9 0.53705
1.2 0.9 0.379949
0.8 0.9375 0.855147
0.9 0.9375 0.791338
1 0.9375 0.703906
1.1 0.9375 0.588259
1.2 0.9375 0.44223
0.8 0.975 0.874053
0.9 0.975 0.817754
1 0.975 0.739783
1.1 0.975 0.635149
1.2 0.975 0.50052
0.8 1.0125 0.890637
0.9 1.0125 0.841123
1 1.0125 0.771895
1.1 1.0125 0.677782
1.2 1.0125 0.5546
0.8 1.05 0.905148
0.9 1.05 0.861723
1 1.05 0.800499
1.1 1.05 0.716298
1.2 1.05 0.604368
ZONE I=5, J=5
1.2 0.9 0.379949
1.3 0.9 0.197375
1.4 0.9 -4.44089e-16
1.5 0.9 -0.197375
1.6 0.9 -0.379949
1.2 0.9375 0.44223
1.3 0.9375 0.268271
1.4 0.9375 0.0748597
1.5 0.9375 -0.124353
1.6 0.9375 -0.314021
1.2 0.975 0.50052
1.3 0.975 0.336376
1.4 0.975 0.148885
1.5 0.975 -0.0499584
1.6 0.975 -0.244919
1.2 1.0125 0.5546
1.3 1.0125 0.401134
1.4 1.0125 0.221278
1.5 1.0125 0.0249948
1.6 1.0125 -0.173235
1.2 1.05 0.604368
1.3 1.05 0.462117
1.4 1.05 0.291313
1.5 1.05 0.099668
1.6 1.05 -0.099668
ZONE I=5, J=5
1.6 0.9 -0.379949
1.7 0.9 -0.53705
1.8 0.9 -0.664037
1.9 0.9 -0.761594
2 0.9 -0.833655
1.6 0.9375 -0.314021
1.7 0.9375 -0.48155
1.8 0.9375 -0.619997
1.9 0.9375 -0.728254
2 0.9375 -0.809301
1.6 0.975 -0.244919
1.7 0.975 -0.421899
1.8 0.975 -0.57167
1.9 0.975 -0.691069
2 0.975 -0.781806
1.6 1.0125 -0.173235
1.7 1.0125 -0.358357
1.8 1.0125 -0.519022
1.9 1.0125 -0.649827
2 1.0125 -0.750893
1.6 1.05 -0.099668
1.7 1.05 -0.291313
1.8 1.05 -0.462117
1.9 1.05 -0.604368
2 1.05 -0.716298
ZONE I=5, J=5
0 1.05 0.995949
0.1 1.05 0.993963
0.2 1.05 0.991007
0.3 1.05 0.986614
0.4 1.05 0.980096
0 1.0875 0.996513
0.1 1.0875 0.994802
0.2 1.0875 0.992255
0.3 1.0875 0.988468
0.4 1.0875 0.982845
0 1.125 0.996998
0.1 1.125 0.995524
0.2 1.125 0.99333
0.3 1.125 0.990066
0.4 1.125 0.985217
0 1.1625 0.997415
0.1 1.1625 0.996147
0.2 1.1625 0.994257
0.3 1.1625 0.991444
0.4 1.1625 0.987263
0 1.2 0.997775
0.1 1.2 0.996682
0.2 1.2 0.995055
0.3 1.2 0.992632
0.4 1.2 0.989027
ZONE I=5, J=5
0.4 1.05 0.980096
0.5 1.05 0.970452
0.6 1.05 0.956237
0.7 1.05 0.935409
0.8 1.05 0.905148
0.4 1.0875 0.982845
0.5 1.0875 0.974515
0.6 1.0875 0.962218
0.7 1.0875 0.944155
0.8 1.0875 0.917817
0.4 1.125 0.985217
0.5 1.125 0.978026
0.6 1.125 0.967395
0.7 1.125 0.951746
0.8 1.125 0.928858
0.4 1.1625 0.987263
0.5 1.1625 0.981058
0.6 1.1625 0.971873
0.7 1.1625 0.958327
0.8 1.1625 0.938462
0.4 1.2 0.989027
0.5 1.2 0.983675
0.6 1.2 0.975743
0.7 1.2 0.964028
0.8 1.2 0.946806
ZONE I=5, J=5
0.8 1.05 0.905148
0.9 1.05 0.861723
1 1.05 0.800499
1.1 1.05 0.716298
1.2 1.05 0.604368
0.8 1.0875 0.917817
0.9 1.0875 0.879827
1 1.0875 0.825868
1.1 1.0875 0.750893
1.2 1.0875 0.649827
0.8 1.125 0.928858
0.9 1.125 0.895693
1 1.125 0.848284
1.1 1.125 0.781806
1.2 1.125 0.691069
0.8 1.1625 0.938462
0.9 1.1625 0.909565
1 1.1625 0.868022
1.1 1.1625 0.809301
1.2 1.1625 0.728254
0.8 1.2 0.946806
0.9 1.2 0.921669
1 1.2 0.885352
1.1 1.2 0.833655
1.2 1.2 0.761594
ZONE I=5, J=5
1.2 1.05 0.604368
1.3 1.05 0.462117
1.4 1.05 0.291313
1.5 1.05 0.099668
1.6 1.05 -0.099668
1.2 1.0875 0.649827
1.3 1.0875 0.519022
1.4 1.0875 0.358357
1.5 1.0875 0.173235
1.6 1.0875 -0.0249948
1.2 1.125 0.691069
1.3 1.125 0.57167
1.4 1.125 0.421899
1.5 1.125 0.244919
1.6 1.125 0.0499584
1.2 1.1625 0.728254
1.3 1.1625 0.619997
1.4 1.1625 0.48155
1.5 1.1625 0.314021
1.6 1.1625 0.124353
1.2 1.2 0.761594
1.3 1.2 0.664037
1.4 1.2 0.53705
1.5 1.2 0.379949
1.6 1.2 0.197375
ZONE I=5, J=5
1.6 1.05 -0.099668
1.7 1.05 -0.291313
1.8 1.05 -0.462117
1.9 1.05 -0.604368
2 1.05 -0.716298
1.6 1.0875 -0.0249948
1.7 1.0875 -0.221278
1.8 1.0875 -0.401134
1.9 1.0875 -0.5546
2 1.0875 -0.677782
1.6 1.125 0.0499584
1.7 1.125 -0.148885
1.8 1.125 -0.336376
1.9 1.125 -0.50052
2 1.125 -0.635149
1.6 1.1625 0.124353
1.7 1.1625 -0.0748597
1.8 1.1625 -0.268271
